account_id,account_name,page_or_group,repeat_vs_free,june_drop
246785959867588,Albertans Against Excessive Lockdown,group,,-33%
357402078536441,Reopen Washington State - #ReopenWA,group,105%,-59%
3247348058642730,Glorious And Free,group,-6%,24%
282967603146622,Wake Up Australia,group,,
546415315738993,Forbidden Knowledge News,group,-4%,-77%
290998502278141,99% Unite Worldwide,group,,
1140218829669777,"Fauci , Gates & Soros  to prison worldwide Resistance",group,,-69%
964155617255581,Hold Trudeau Accountable Group,group,-35%,-57%
1483323715310062,THE REPUBLIC OF WESTERN CANADA PUBLIC INTEREST,group,-23%,-64%
347341572523774,United Conservatives For America,group,-22%,15%
1988519967854482,"The ""Real"" Trump Army",group,-24%,-9%
239099360798212,Plandemic (Fake Pandemic),group,222%,-66%
291686185301,Chemtrails Global Skywatch,group,33%,-80%
1250734815048111,FOX NEWS with Tucker Carlson,group,43%,-50%
175105516198463,The William Tell Project,group,45%,-73%
234070164617125,#ReOpenOC,group,9%,-63%
1081465575207361,THE TRUMPERS!!!,group,-40%,-30%
831694823850817,Restore Liability For The Vaccine Makers,group,0%,-62%
845525742466504,CANDACE OWENS FAN CLUB,group,-7%,-63%
1612798628867653,End the Lockdown Ireland,group,16%,-65%
1790005637805052,NO MORE LOCKDOWNS,group,-30%,-76%
2893268984072027,Exposing the truth & NWO (for the woke & the open/curious minded people),group,-29%,-79%
115702945209925,The Real Worldwide Truth Movement!,group,-4%,-40%
934290230389487,Stand Up To End The Tyranny Worldwide,group,,
370128857024287,Patriots of Canada,group,230%,-77%
638218223236067,James Woods for Gov of California,group,-67%,35%
228142555200570,Reopen California...NOW!,group,9%,-73%
309020163445830,Collective Action Against Bill Gates. We Wont Be POISONED!!!,group,,-43%
129126187195865,THRIVE MOVEMENT,group,67%,-83%
497786560400199,The Official President Donald J. Trump Fan Club,group,138%,-48%
478302976039025,Forum For Canadian Sovereignty,group,-19%,43%
188295541208911,Vaccine Resistance Movement: VRM Updates & News From The Trenches,group,-15%,-11%
230040138059037,Collective Action Network,group,-42%,-87%
1645790582350852,MA 4 Trump,group,6%,-43%
1660084387554758,Truth Train,group,-37%,-37%
1281375491930209,Conspiracy Theory & Alternative News,group,-40%,33%
1397301420532115,NWO FREEDOM FIGHTERS,group,-65%,-43%
1406004486315476,Humanity vs Insanity - The CRANE Report,group,14%,-77%
276737210169738,Bill Gates Won't Save You!!!,group,,-58%
345067226500822,Vi siger nej til tvungen brug af mundbind,group,,
150885993001280,Californians Against Unconstitutional Health Orders,group,16%,-74%
1167467090082059,Recall Governor Pritzker,group,-23%,-48%
465951613750569,Millions of Canadians Despise Justin Trudeau,group,64%,-50%
42443142966,The British Constitution Group,group,11%,-66%
234150374025056,5G - dangers & health problems discussion,group,-9%,-51%
1908788856028251,David Icke Awakening People,group,279%,-36%
110883345731728,Ontario Civil Liberties Association,group,76%,110%
121429067911803,ROKOTUSKRIITTISET,group,21%,-55%
266722770872225,"Stop (5G, Smart Meters & Geoengineering) Globally",group,74%,92%
147735118603252,Støt Læger uden Sponsor,group,4%,-58%
1387560021464629,Wrong Vaccines,group,-58%,164%
1087461367969247,"Stop GeoEngineering, Chemtrails, Bio-hacking CRISPR, GMO, WeDoNotConsent",group,-34%,15%
548088436084442,Restore Ohio,group,33%,-54%
1198002033544520,Bring Vaxxed to Australia/New Zealand,group,-46%,-16%
216216185397065,Truth Revolution,group,71%,-77%
1392896167629554,"Sjálfsónæmissjúkdómar gigt, MS. narcolepsy af völdum bóluefna.",group,-42%,176%
1504660772984268,Zero Hedge Community,group,-15%,-24%
1178453042284676,Friends of Candace Owens,group,-37%,-59%
537562479751934,NAŞUL TV CANADA,group,274%,-62%
2341122836194130,L'Eretico,group,,
773741529826244,nee tegen 1.5 meter,group,,302%
98258276788,"Arnica - Parents' Support Network, Promoting Natural Immunity",group,9%,-41%
284182619499733,Stop à la dictature sanitaire,group,,
462043044271038,Australia-wide Community Board No Rules,group,-14%,-73%
114650642075354,We Hate the Toronto Star,group,54%,-4%
701638147068376,STOP THE SALE OF VICTORIA (PUBLIC GROUP),group,,
220595248293568,Against the Grain: News You're Not Supposed to Know,group,-55%,-3%
1870642299838605,SMART METERS Health Problems U.K.,group,,-45%
525284814282765,USA/EU Corporate Media Lies & Deception: Betraying Own People,group,-41%,-23%
1666514490269927,Jews For Trump,group,-2%,-80%
1692171564398500,Women SCOUTS for TRUMP (c),group,-10%,-76%
2422199321239095,New Jersey For Medical Freedom #NJ4Freedom,group,-27%,3%
302370537154766,KJV Christians exposing Evil NWO,group,-68%,423%
333589004105132,Canadian Freedom Fighters,group,-21%,-64%
1504853119843422,Trump Strong,group,-58%,-21%
26012226159,Free Republic on Facebook (Free Republic Official),group,65%,-59%
1681548138813700,Trump Keep America Great 2020,group,-60%,41%
948029532008113,"INFOWARS  BAD, ORANGE MAN BAD",group,23%,-77%
2313181662300314,TRUMP TRUTHERS,group,-50%,25%
1822813517983561,The”ALBERTA SENTINEL”,group,,-40%
2038001679858522,NM 33 COUNTIES UNITE ❤🇺🇸,group,27%,-66%
384329618713893,Friends of Alex Jones,group,353%,-87%
111955902179503,Stuart Varney - Conservative Economic Journalist,group,13%,-63%
1046441642137487,'FACEBOOK CENSORED NEWS',group,95%,35%
364377720935252,Banned Paul Joseph  Watson,group,21%,-63%
2696645773683934,"Victorians For Safe Technology , Human Rights & Health Concerns.",group,59%,-70%
864249447410815,Viruswaanzin VZW,group,10%,-69%
561831830860317,Stranger Than Fiction News Group,group,-10%,-58%
1994538567462153,VACINAS: O maior CRIME da história!,group,,-10%
951600308290058,Pharmaceuticals Exposed,group,-47%,-33%
835147217006697,Unmask California,group,,-38%
2120783217972354,BelowtheRADAR,group,-59%,44%
260197514342424,"The World belongs to the people, insects, animals, plants, minerals etc",group,-27%,359%
607129126546690,#OpenCTNow,group,3%,-62%
1034771033618577,Unmask Wichita / Unmask SedgCO,group,,
710619753102925,"Stå Upp,  Dom Ljuger! www.domljuger.nu",group,-5%,-71%
1591321524466392,Vi som har fått nok av diktaturet på stortinget!,group,-7%,-57%
764559537407994,#ReopenNY,group,96%,-63%
198828283964436,UN WAKE UP CALL,group,126%,-77%
678333832567878,Synergetic Humans,group,4%,8%
1470490116599778,We Say ''NO'' To The New World Order-One World Government.,group,340%,-51%
590135901174535,Texas Medical Freedom Fighters,group,-15%,-56%
108655705888371,Australian Climate Sceptics Group,group,61%,-60%
633730690805298,Stop ID2020,group,-43%,-82%
759194684209220,"Geoengineering - Weather Warfare, Chemtrails, 5G, Technocracy, IoT",group,-54%,8%
176428793294931,The News You Won't See On Tv.,group,-31%,-4%
2316028331757341,NZ UNDER ATTACK,group,38%,-38%
322918498223927,GLOBAL AWARENESS UNITE,group,-66%,-22%
200711727064370,Exposition of NEW WORLD ORDER,group,-23%,-56%
306533369383446,CLIMATE CHANGE IS A HOAX!,group,3%,-17%
126443235292494,CoronaVirus Conspiracy Theories,group,16%,-86%
950700405128001,Depopulation and Pharmaceutical Profit via Vaccinations,group,129%,4%
1977885802527369,TRUTH INTERNATIONAL,group,,9%
733004286795147,Escape The Prison Matrix,group,-2%,-65%
2281727692105290,why we don't consent to mandated vaccinations & evidenceing  supporting it,group,46%,-8%
865414460631507,Medical Freedom Australia,group,12%,-34%
1546163188971928,Samsæriskenningar og Hulin Þekking,group,-24%,-23%
879407672184163,Biden is not my President,group,,41%
599807110642987,The Angry Albertan,group,,210%
178197966731647,Tucker Carlson Fox News,group,,
474969772888207,The Ingraham Angle,group,4%,-63%
912645175849495,Governor Whitmer Is Bad For Michigan,group,21%,-60%
389315925744733,STOP The Great Reset,group,,
1592734257659285,News2morrow,group,-16%,24%
308079393899436,The Defenders Of Conservatism,group,,
107023686000671,Facebook Conservatives,group,12%,-63%
654988485093212,Your Voice Matters - Mobilization Group,group,,
597635393766528,Friends Seeking Truth Together,group,-45%,61%
1897960900244538,CITIZEN Reporter,group,26%,-71%
1542734992659811,Canadian Coalition for Responsible Government,group,37%,-83%
329620620894984,Against Political Correctness,group,-47%,-18%
213086783472605,Michiganders against Whitmer,group,,21%
639131720366879,SAVING SCOTLAND - COMMUNITY AWARE SCOTLAND GROUP,group,,
1361786743870068,Tampa Bay Trump Club,group,59%,-67%
600853954121679,No New World Order International. Ireland.,group,,-38%
124960521048580,Werner Altnickel - Globale Vergiftung,group,-33%,-11%
824710497595077,Sveriges folk kräver yttrandefrihet och demokrati,group,7%,-65%
322316471219126,Richplanet.net Appreciation Society,group,20%,-56%
1250773301799802,Lawful America,group,-62%,-51%
139276759772962,VOTE TRUMP ONLY - THE AMERICAN PARTY RISING,group,53%,-80%
880486719137010,OK Liberty Advocates,group,,
214082711937977,Bergman Family Chiropractic,group,87%,-69%
2080047668915966,"Agenda 21: Depopulation, Monsanto, Chemtrails and Vaccines (by N.T.O.)",group,-6%,-38%
1767141336665989,Conservative Daily,group,-38%,27%
2333404530314265,Conservative Americans for Trump,group,-15%,-75%
443787693008469,Unify The West,group,,-5%
1901353320180341,Facebook Censorship- 1.0  In Question of a Class Action lawsuit,group,,27%
1114674625302110,Eyes Wide Open,group,,78%
612615875999987,Jack Windsor Fan Club,group,39%,-52%
306477473132653,Nationale Bond tegen Overheidszaken (Forum),group,-13%,-71%
6551493178,Jim Sinclair's JSMineset,group,-5%,-34%
687548678005571,Enlightened Planet Solutions,group,18%,-26%
151844968819976,Conservative Business Journal,group,56%,-76%
655812021910254,ReOpen San Diego,group,44%,-27%
707627759598338,Proud Canadian Deplorables,group,-16%,-65%
601457473284916,Exposing elite NWO Level 2,group,,-56%
273619983914170,Scotland Against Lockdown - Group,group,,
230824260340671,MTHFR Gene Mutation,group,14%,-11%
374394582995703,Stop5G Legal Resistance - Research Stop5G(dot)net,group,-55%,14%
1721094594793559,The Eyebrary,group,24%,-42%
885736278556176,Dutch Patriots,group,31%,-71%
662382097487586,TRUTHERS OF THE WORLD UNITE,group,29%,-68%
1019787714874721,THE  CULL OF  MAN,group,-37%,72%
259102612134453,Truth Seekers UK,group,,32%
150671191753274,Conspiracy Research,group,-26%,-74%
214161472795875,Advanced Medicine,group,75%,-48%
245827259322405,סוף עידן התמימות! An end to the age of Naivety,group,-63%,41%
504212719691742,Cosmic Reality,group,-21%,-32%
322295607901974,WAKE UP CALL to Agenda 21,group,12%,-81%
421205074923116,Vaccine Abolition Society,group,3%,-74%
112838178884350,Climate Change Battle Royale,group,-8%,3%
500943493974086,NWO - New Woke Order - WE DO NOT CONSENT!,group,51%,-77%
535341720506353,FIRE FAUCI!!,group,3%,-88%
124300624335136,Don't drink the kool-aid,group,120%,35%
428728057490431,Understand the Constitution of the Commonwealth of Australia,group,-33%,-71%
561812047816290,"We, The People of New Zealand",group,,31%
550318355338374,Deplorables USA,group,-31%,-34%
315159549534193,Bring Vaxxed to Australia/NZ,group,,
756339098049947,World Resistance to the N.W.O,group,39%,-71%
1781976355354759,Ground Zero w/ Clyde Lewis Fans,group,21%,-49%
1442319162487453,DEMISIA IOHANNIS,group,-26%,-61%
204820377610793,Media Manipulation,group,,
1115036398671091,Hood Republicans,group,-16%,-73%
1646236362258127,Watchmen on the Wall (News Group),group,-51%,30%
211051720211057,David J. Harris Jr. for US Congress,group,,-33%
257912518942800,Open Wisconsin Now,group,-44%,-69%
358310851193262,Tucker Carlson Fans,group,-21%,-74%
1554907351500189,NWO FREEDOM FIGHTERS CANADA,group,277%,-74%
139764233318413,NASUL RADU MORARU - Platforma 1 MILION DE ROMANI ca noi pot schimba ROMANIA,group,,-67%
212504319661895,YELLOW VESTS CANADA!!,group,88%,-64%
532499460771164,"99% United States ""It's us and them""",group,-43%,-86%
1505947649587583,California conservatives,group,-17%,-63%
823568891162965,Conservative Party,group,-49%,68%
496569310702132,Powdered Wig Society Group,group,-14%,-70%
1880789072182226,End Time Evidence & Prophecy Updates,group,-18%,-55%
574371406376130,JAY INSLEE YOU'RE FIRED!!,group,19%,-69%
322197341166769,Truth Beckons - No Timeline,group,-77%,8%
602241169943026,Armenians for Trump,group,10%,-49%
981902888492081,Conservative Causes Connection,group,-63%,0%
135846143235096,The Global News and Views,group,66%,-39%
140974192591401,Föreningen Cui Bono,group,-12%,-29%
538864633186827,"The Paul Joseph Watson, Alex Jones, Milo Yiannopoulos free speech fanclub",group,42%,-10%
165552331397343,Canada First Conservatives,group,,219%
870291399658944,TETs TRUTH TUBE,group,29%,-43%
339869569940778,Auto Workers for Trump 2020,group,10%,-64%
263417570742040,Liz Wheeler / Tipping Point OAN (One America News Network OANN) Fans Group,group,-50%,-49%
1943060382392975,STOP the LEFTIST INSANITY!!!!,group,-54%,28%
255725452254197,Truth Rising,group,15%,-5%
327261040735851,Josephine County Neighborhood Chat,group,20%,-55%
543629979614829,Saznajmo istinu o Koroni,group,56%,-51%
468492810214718,THE FIRMAMENT,group,47%,-73%
1474816306036707,CoronaVirus Pandemic Agenda 2030 Depopulation,group,-15%,142%
800812099974725,State Of Jefferson -Free Of Censorship,group,-29%,-32%
286518351993469,Canal Conciencia Galáctica,group,13%,-67%
115746541781269,Max Keiser,group,-11%,-80%
971223809603817,Radical Transparency,group,-58%,-49%
300938863909315,5G News,group,66%,-79%
172513576441554,MARK LEVIN THE GREAT ONE RULES,group,-67%,19%
428602360657504,The Blue Sky Knights,group,-36%,32%
459070904861393,Recall Kansas Governor Laura Kelly 2,group,,-25%
185311694991580,Worldwide Truth Reporters,group,89%,-11%
677645176398689,Open Up Martin County,group,,-39%
1151214261597038,We Brought Vaxxed to the UK,group,29%,-53%
1573723662918643,Rob D's Wabbit Hole,group,-34%,131%
488552304667804,CHEMTRAILS ARE KILLING US TARANAKI GROUP,group,-49%,-26%
1398998127001069,Healthy Together,group,-49%,-39%
1523207711260358,Prepare For Change - All Locations,group,15%,-30%
1125787174433241,United Collective,group,18%,-78%
537766773554132,Recall Illinois Gov. J.B. Pritzker,group,63%,-32%
643633699093006,Simply Truths,group,-43%,198%
314259348658894,HAL LINDSEY BIBLE PROPHECY TODAY,group,1%,-73%
855063331652286,Morris San Italiani liberi,group,,
501763617182379,David wilcock/ Alien Races And Truth Group Fan page,group,,177%
124739264371283,Republicans of California (Statewide),group,93%,-81%
997782990432459,United For Trump 2020,group,-35%,-16%
614469185256317,Make New York Red,group,34%,-80%
1615412695211929,DEFEND CANADA,group,-13%,47%
1488694561351839,Conservative Lady,group,-18%,31%
1654342288020584,Keep America Great!,group,11%,-74%
515315435159143,Stop The New world order In Australia,group,11%,-39%
217578905453373,Shasta County State of Jefferson 2.0,group,-14%,-36%
643541389464960,wake up Australia,group,-12%,73%
1835044403446045,American Pro Trump,group,,-66%
290861717996493,Justinian Deception Discussion,group,-17%,-23%
1709305522696171,LevinTV Official Group,group,-14%,-66%
266179167887195,De waarheid voorbij het nieuws,group,,-58%
612632162257109,Støttegruppe for president Donald J. Trump. USA,group,65%,-66%
414296235396690,Real Money and World Affairs,group,-8%,-20%
338984993477701,Trump Supporters for Political Truth,group,,-55%
235116553172869,Connecticut Citizens against Ned Lamont,group,-6%,-71%
956639144530818,WE THE PEOPLE AGAINST CARBON TAX and the CLIMATE CHANGE,group,76%,21%
369440767280885,Patriots for Trump,group,,-35%
122293914785208,New York for Trump,group,49%,-67%
439411073395375,Chester NH Free Press/politics/news,group,65%,24%
1064008413756604,Katerina Janouch - journalistik och debatt,group,62%,-12%
515283525287467,PRESIDENT DONALD TRUMP,group,-57%,-66%
533181520051413,Keyboard Warriors,group,-2%,-47%
202729753137755,VACCINE,group,16%,-14%
1627335444184775,Soevereine Staat Eurostaete,group,35%,-73%
549190435414738,Turdeau Must Go 💩,group,34%,-49%
1800324006865132,Bring Vaxxed to Germany,group,17%,-69%
4157921450892543,Be4Truth,group,,-23%
1547805842188012,Vaxxed Vaccine Information,group,114%,432%
160807377365315,Boycott Lame Stream Media,group,-37%,-12%
3404395972909281,Reopen Delaware,group,53%,-42%
1439034716360399,Vaccine Choice Prayer Community,group,5%,-25%
2227066770755572,Texas for Medical Freedom,group,-3%,-36%
1508610016122503,The Truth,group,-25%,-47%
348137165229626,Truth the main stream media ignores,group,19%,-78%
1407224596178241,חיסונים - בחירה מושכלת,group,-10%,-6%
226589437450706,Oracle Report,group,34%,-45%
1563938297077314,Let's Get Back to Work! - RationalGround.com,group,-38%,-43%
249432238878008,Free Scotland,group,-3%,39%
300107833870025,UK Geo-engineering... and stuff you ought'a know about!,group,-65%,15%
2752602774967798,#sairdecasa,group,42%,-46%
1189780771167521,Canadian Combat Coalition National,group,-57%,65%
282626385574048,Ravimite ja vaktsiinide kõrvaltoimed,group,29%,-49%
2137462842986867,FiveGee & ALL the Agendas Wexford,group,-37%,-47%
444115399809547,Drs. Teri & Stu Warner and The Wellness Parenting Revolution,group,-16%,-61%
1218342048354149,New Yorkers for Medical Freedom and Parental Rights,group,-24%,-55%
1605946459536523,Canadians against sustainable development agenda 2030,group,-32%,3%
563756084573818,De Revolutie,group,,-12%
170058909816829,Health & Wellness,group,-42%,28%
305964296409271,Patriot Alliance,group,33%,179%
1076811779195217,Real Americas Voice,group,23%,-61%
1605232133111028,Vaccine Induced Autoimmune Disease,group,-9%,146%
409343436296620,PATRIOTS UNITING CANADA,group,,-73%
857304014771972,Ohioans Defying Dewine’s Tyranny,group,-43%,43%
261958580814851,DNN Deplorable News Network,group,-33%,-45%
55819326186,Vampire Lezbos,page,-54%,-100%
1817429074967248,Se7en News,page,-30%,201%
69667273997,Vaccination Information Network (VINE),page,-57%,-7%
116467201763793,Zero Hedge,page,-40%,28%
337316776389390,Oregonians for Healthcare Choice,page,-45%,27%
1374879262831019,Californians for Vaccine Choice,page,-87%,-28%
853787754694250,A Voice for Choice,page,-58%,-20%
143745137930,National Vaccine Information Center,page,-69%,-10%
622560021241889,Georgia Coalition for Vaccine Choice,page,-16%,4%
293630547364010,Toxic Food,page,-94%,-53%
209517882486098,Mesa County Patriots,page,-84%,-2%
164620026961366,Stop OC Smart Meters,page,-91%,53%
669084493234593,VaXism,page,-11%,17%
202964629750044,HealthCare Professionals for Vaccine Choice,page,-32%,-28%
502707273224177,Vaxxter,page,8%,-67%
421677478185847,"JABS: Justice, Awareness & Basic Support",page,-30%,-4%
294939430031,Phoenix Center for Regenetics,page,97%,-17%
170010246442,Sol Luckman,page,0%,27%
